INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
85503	长弓海妖	2	85503	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	354805	100	0	12000	0	20000	2877	3822	0	0	0	0	300	0	0	0	0	0	0	0	1020	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85504	荒古魔蜥	2	85504	0	2	250	10	10	10	10	5680	6491	5680	6491	186	2093	2093	0	354805	100	0	12000	0	20000	2877	3822	0	0	0	0	300	0	0	0	0	0	0	0	1021	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85505	金属荒古魔魂	3	85505	0	2	255	10	10	10	10	11585	12804	11585	12804	1000	2176	2176	0	7578330	500	0	12000	0	20000	2966	3948	0	0	0	0	300	0	0	0	0	0	0	0	1060	1004	4014	5104	5105	5106	5107	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85600	沙漠巨蜥	2	85600	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	664727	100	0	12000	0	20000	3806	5173	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85601	魔化沙兵	2	85601	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	664727	100	0	12000	0	20000	3806	5173	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85602	人面毒蝎	2	85602	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	664727	100	0	12000	0	20000	3806	5173	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85603	蛇发女妖	2	85603	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	664727	100	0	12000	0	20000	3806	5173	0	0	0	0	300	0	0	0	0	0	0	0	1111	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85604	破坏骑兵	2	85604	0	2	300	10	10	10	10	8245	9423	8245	9423	268	3016	3016	0	664727	100	0	12000	0	20000	3806	5173	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85605	金属荒古魔魂	3	85605	0	2	305	10	10	10	10	16053	17742	16053	17742	1250	3121	3121	0	14109452	500	0	12000	0	20000	3904	5319	0	0	0	0	300	0	0	0	0	0	0	0	1060	1004	4014	5108	5109	5110	5111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85700	阿卡莫斯	2	85700	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	1168885	100	0	12000	0	20000	4838	6742	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85701	幻影骑士	2	85701	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	1168885	100	0	12000	0	20000	4838	6742	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85702	风后	2	85702	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	1168885	100	0	12000	0	20000	4838	6742	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85703	蓝魔龙	2	85703	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	1168885	100	0	12000	0	20000	4838	6742	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85704	恶灵王	2	85704	0	2	350	10	10	10	10	11466	13105	11466	13105	368	4158	4158	0	1168885	100	0	12000	0	20000	4838	6742	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85705	金属荒古魔魂	3	85705	0	2	355	10	10	10	10	20868	23064	20868	23064	1500	4283	4283	0	24631783	500	0	12000	0	20000	4947	6911	0	0	0	0	300	0	0	0	0	0	0	0	1060	1004	4014	5112	5113	5114	5115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85800	阿卡莫斯	2	85800	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	1933608	100	0	12000	0	20000	6155	8863	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85801	幻影骑士	2	85801	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	1933608	100	0	12000	0	20000	6155	8863	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85802	风后	2	85802	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	1933608	100	0	12000	0	20000	6155	8863	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85803	蓝魔龙	2	85803	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	1933608	100	0	12000	0	20000	6155	8863	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85804	恶灵王	2	85804	0	2	400	10	10	10	10	15376	17572	15376	17572	489	5511	5511	0	1933608	100	0	12000	0	20000	6155	8863	0	0	0	0	300	0	0	0	0	0	0	0	1000	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
85805	金属荒古魔魂	3	85805	0	2	400	10	10	10	10	29179	31638	29179	31638	2000	5511	5511	0	38672176	500	0	12000	0	20000	6155	8863	0	0	0	0	300	0	0	0	0	0	0	0	1060	1004	4014	5116	5117	5118	5119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90000	世界践踏者·火龙王	3	90000	0	2	400	10	10	10	10	208	348	208	348	100	57	57	2	21607300	500	0	12000	0	20000	4	68	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90001	世界践踏者·火龙王	3	90001	0	2	400	10	10	10	10	446	744	446	744	146	75	75	7	32663400	500	0	12000	0	20000	67	162	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90002	世界践踏者·火龙王	3	90002	0	2	400	10	10	10	10	861	1436	861	1436	190	113	113	20	43719500	500	0	12000	0	20000	181	291	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90003	世界践踏者·火龙王	3	90003	0	2	400	10	10	10	10	1362	2270	1362	2270	231	182	182	39	54775600	500	0	12000	0	20000	321	452	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90004	世界践踏者·火龙王	3	90004	0	2	400	10	10	10	10	2127	3543	2127	3543	270	319	319	66	65831700	500	0	12000	0	20000	561	702	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90005	世界践踏者·火龙王	3	90005	0	2	400	10	10	10	10	3346	5577	3346	5577	306	457	457	122	76887800	500	0	12000	0	20000	909	1062	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90006	世界践踏者·火龙王	3	90006	0	2	400	10	10	10	10	5474	9126	5474	9126	340	728	728	201	87943900	500	0	12000	0	20000	1209	1543	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90007	世界践踏者·火龙王	3	90007	0	2	400	10	10	10	10	6913	11523	6913	11523	371	931	931	273	99000000	500	0	12000	0	20000	1476	1928	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90008	世界践踏者·火龙王	3	90008	0	2	400	10	10	10	10	8529	14218	8529	14218	400	1171	1171	362	110056100	500	0	12000	0	20000	1763	2367	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90009	世界践踏者·火龙王	3	90009	0	2	400	10	10	10	10	10288	17149	10288	17149	426	1445	1445	453	130736458	500	0	12000	0	20000	2069	2802	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90010	世界践踏者·火龙王	3	90010	0	2	400	10	10	10	10	10812	18021	10812	18021	450	1564	1564	491	149428346	500	0	12000	0	20000	2223	2998	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90011	世界践踏者·火龙王	3	90011	0	2	400	10	10	10	10	11314	18858	11314	18858	471	1689	1689	531	170108893	500	0	12000	0	20000	2382	3198	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90012	世界践踏者·火龙王	3	90012	0	2	400	10	10	10	10	11791	19653	11791	19653	490	1818	1818	572	192929495	500	0	12000	0	20000	2543	3402	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90013	世界践踏者·火龙王	3	90013	0	2	400	10	10	10	10	12240	20401	12240	20401	506	1953	1953	615	218049257	500	0	12000	0	20000	2709	3610	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90014	世界践踏者·火龙王	3	90014	0	2	400	10	10	10	10	12657	21097	12657	21097	520	2093	2093	659	245635250	500	0	12000	0	20000	2877	3822	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90015	世界践踏者·火龙王	3	90015	0	2	400	10	10	10	10	13166	21944	13166	21944	531	2260	2260	714	279953485	500	0	12000	0	20000	3055	4075	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90016	世界践踏者·火龙王	3	90016	0	2	400	10	10	10	10	13644	22740	13644	22740	540	2436	2436	771	318186801	500	0	12000	0	20000	3236	4337	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90017	世界践踏者·火龙王	3	90017	0	2	400	10	10	10	10	14085	23475	14085	23475	546	2620	2620	831	360702566	500	0	12000	0	20000	3422	4607	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90018	世界践踏者·火龙王	3	90018	0	2	400	10	10	10	10	14486	24144	14486	24144	550	2814	2814	895	407896997	500	0	12000	0	20000	3612	4885	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90019	世界践踏者·火龙王	3	90019	0	2	400	10	10	10	10	14840	24734	14840	24734	551	3016	3016	961	460197105	500	0	12000	0	20000	3806	5173	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90020	世界践踏者·火龙王	3	90020	0	2	400	10	10	10	10	15144	25240	15144	25240	550	3228	3228	1030	518062754	500	0	12000	0	20000	4004	5468	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90021	世界践踏者·火龙王	3	90021	0	2	400	10	10	10	10	16200	27000	16200	27000	575	3449	3449	1102	581988840	500	0	12000	0	20000	4206	5773	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90022	世界践踏者·火龙王	3	90022	0	2	400	10	10	10	10	17304	28839	17304	28839	600	3680	3680	1177	652507598	500	0	12000	0	20000	4413	6087	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90023	世界践踏者·火龙王	3	90023	0	2	400	10	10	10	10	18456	30759	18456	30759	625	3916	3916	1255	727915559	500	0	12000	0	20000	4623	6410	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90024	世界践踏者·火龙王	3	90024	0	2	400	10	10	10	10	19657	32762	19657	32762	650	4158	4158	1336	809229620	500	0	12000	0	20000	4838	6742	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90025	世界践踏者·火龙王	3	90025	0	2	400	10	10	10	10	20910	34850	20910	34850	675	4410	4410	1421	897971746	500	0	12000	0	20000	5057	7083	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90026	世界践踏者·火龙王	3	90026	0	2	400	10	10	10	10	22215	37027	22215	37027	700	4670	4670	1509	994689098	500	0	12000	0	20000	5320	7505	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90027	世界践踏者·火龙王	3	90027	0	2	400	10	10	10	10	23557	39262	23557	39262	725	4941	4941	1600	1099960798	500	0	12000	0	20000	5591	7942	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90028	世界践踏者·火龙王	3	90028	0	2	400	10	10	10	10	24932	41554	24932	41554	750	5221	5221	1695	1214399379	500	0	12000	0	20000	5870	8394	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
90029	世界践踏者·火龙王	3	90029	0	2	400	10	10	10	10	26359	43932	26359	43932	775	5511	5511	1793	1338652284	500	0	12000	0	20000	6155	8863	0	0	0	5	450	0	0	0	0	0	0	0	1088	1004	4010	5148	5149	4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99000	基地守卫者	1	99000	0	7	400	10	10	10	10	43932	48325	43932	48325	800	5511	5511	0	1338652284	1000	0	12000	0	20000	6155	8863	100	0	0	0	0	0	0	0	0	0	0	0	1109	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99001	守城神兽	1	99001	0	7	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	0	2800	0	0	0	0	0	0	0	0	0	0	1400	1004	1401	7000	7001	7002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99002	守城光塔	1	99002	0	7	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	0	2800	0	0	0	0	0	0	0	0	0	0	1402	1004	1403	7010	7011	7012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99003	守城光塔	1	99003	0	7	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	0	2800	0	0	0	0	0	0	0	0	0	0	1402	1004	1403	7010	7011	7012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99004	城战黄旗	1	99004	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	11	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99005	城战蓝旗	1	99005	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	11	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99006	城战绿旗	1	99006	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	11	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99007	基地守卫者	1	99007	0	8	400	10	10	10	10	36610	40271	36610	40271	489	5511	5511	0	1338652284	1000	0	12000	0	20000	6155	8863	100	0	0	0	0	0	0	0	0	0	0	0	1109	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99008	基地守卫者	1	99008	0	9	400	10	10	10	10	36610	40271	36610	40271	489	5511	5511	0	1338652284	1000	0	12000	0	20000	6155	8863	100	0	0	0	0	0	0	0	0	0	0	0	1109	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99009	守城神兽	1	99009	0	7	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	0	2800	0	0	0	0	0	0	0	0	0	0	1400	1004	1401	7000	7001	7002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99010	守城神兽	1	99010	0	7	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	0	2800	0	0	0	0	0	0	0	0	0	0	1400	1004	1401	7000	7001	7002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99011	守城神兽	1	99011	0	7	20	10	10	10	10	0	0	0	0	0	0	0	0	0	500	2000	12000	1000	20000	0	0	0	2800	0	0	0	0	0	0	0	0	0	0	1400	1004	1401	7000	7001	7002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
100000	瓢虫怪（召唤）	1	100000	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2001	2000	1999	2021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
100010	瓢虫怪（召唤）	1	100010	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2001	2000	1999	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
100100	瓢虫怪（召唤）	1	100100	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2001	2000	1999	2003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
100110	瓢虫怪（召唤）	1	100110	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2001	2000	1999	2005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
101000	瓢虫怪（召唤）	1	101000	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2001	2000	1999	2004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
101010	瓢虫怪（召唤）	1	101010	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2001	2000	1999	2006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
101100	瓢虫怪（召唤）	1	101100	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2001	2000	1999	2007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
101110	瓢虫怪（召唤）	1	101110	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2001	2000	1999	2008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
110000	霜雪巨人王（召唤）	1	110000	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2009	2000	1999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
110010	霜雪巨人王（召唤）	1	110010	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2009	2000	1999	2010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
110110	霜雪巨人王（召唤）	1	110110	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2009	2000	1999	2011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
111010	霜雪巨人王（召唤）	1	111010	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2009	2000	1999	2012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
120000	暗影战士（召唤）	1	120000	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2013	2000	1999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
121000	暗影战士（召唤）	1	121000	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2013	2000	1999	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
121010	暗影战士（召唤）	1	121010	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2013	2000	1999	2015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
121100	暗影战士（召唤）	1	121100	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2013	2000	1999	2016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
130000	黑暗骑士（召唤）	1	130000	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2017	2000	1999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
130100	黑暗骑士（召唤）	1	130100	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2017	2000	1999	2018	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
130110	黑暗骑士（召唤）	1	130110	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2017	2000	1999	2019	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
131100	黑暗骑士（召唤）	1	131100	0	1	1	10	10	10	10	38	42	38	42	0	50	50	0	1017	500	0	12000	0	20000	0	15	0	0	0	0	450	0	0	0	0	0	0	0	2017	2000	1999	2020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
200000	古域蜘蛛	2	200000	0	2	130	10	10	10	10	689	886	689	886	53	579	579	0	74757	500	0	12000	0	20000	561	702	0	0	0	0	450	0	0	0	0	0	0	0	1039	4014	4022	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
200001	古域甲虫兽	2	200001	0	2	135	10	10	10	10	816	1050	816	1050	58	623	623	0	84124	500	0	12000	0	20000	695	825	0	0	0	0	450	0	0	0	0	0	0	0	1063	4014	4022	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
200002	古域地精	2	200002	0	2	140	10	10	10	10	909	1168	909	1168	63	728	728	0	105154	500	0	12000	0	20000	763	899	0	0	0	0	450	0	0	0	0	0	0	0	1048	4014	4022	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
