INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6296	2	-1	0	-1	0	1	0	-1	-1	0	3	6296	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6297	2	-1	0	-1	0	1	0	-1	-1	0	3	6297	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6298	2	-1	0	-1	0	1	0	-1	-1	0	3	6298	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6299	2	-1	0	-1	0	1	0	-1	-1	0	3	6299	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6300	2	-1	0	-1	0	1	0	-1	-1	0	3	6300	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6301	2	-1	0	-1	0	1	0	-1	-1	0	3	6301	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6302	2	-1	0	-1	0	1	0	-1	-1	0	3	6302	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6303	2	-1	0	-1	0	1	0	-1	-1	0	3	6303	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6304	2	-1	0	-1	0	1	0	-1	-1	0	3	6304	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6305	2	-1	0	-1	0	1	0	-1	-1	0	3	6305	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6306	2	-1	0	-1	0	1	0	-1	-1	0	3	6306	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6307	2	-1	0	-1	0	1	0	-1	-1	0	3	6307	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6308	2	-1	0	-1	0	1	0	-1	-1	0	3	6308	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6309	2	-1	0	-1	0	1	0	-1	-1	0	3	6309	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6310	2	-1	0	-1	0	1	0	-1	-1	0	3	6310	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6311	2	-1	0	-1	0	1	0	-1	-1	0	3	6311	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6312	2	-1	0	-1	0	1	0	-1	-1	0	3	6312	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6313	2	-1	0	-1	0	1	0	-1	-1	0	3	6313	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6314	2	-1	0	-1	0	1	0	-1	-1	0	3	6314	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6315	2	-1	0	-1	0	1	0	-1	-1	0	3	6315	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6316	2	-1	0	-1	0	1	0	-1	-1	0	3	6316	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6317	2	-1	0	-1	0	1	0	-1	-1	0	3	6317	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6318	2	-1	0	-1	0	1	0	-1	-1	0	3	6318	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6319	2	-1	0	-1	0	1	0	-1	-1	0	3	6319	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6320	2	-1	0	-1	0	1	0	-1	-1	0	3	6320	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6321	2	-1	0	-1	0	1	0	-1	-1	0	3	6321	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6322	2	-1	0	-1	0	1	0	-1	-1	0	3	6322	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6323	2	-1	0	-1	0	1	0	-1	-1	0	3	6323	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6324	2	-1	0	-1	0	1	0	-1	-1	0	3	6324	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6325	2	-1	0	-1	0	1	0	-1	-1	0	3	6325	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6326	2	-1	0	-1	0	1	0	-1	-1	0	3	6326	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6327	2	-1	0	-1	0	1	0	-1	-1	0	3	6327	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6328	2	-1	0	-1	0	1	0	-1	-1	0	3	6328	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6329	2	-1	0	-1	0	1	0	-1	-1	0	3	6329	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6330	2	-1	0	-1	0	1	0	-1	-1	0	3	6330	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6331	2	-1	0	-1	0	1	0	-1	-1	0	3	6331	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6332	2	-1	0	-1	0	1	0	-1	-1	0	3	6332	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6333	2	-1	0	-1	0	1	0	-1	-1	0	3	6333	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6334	2	-1	0	-1	0	1	0	-1	-1	0	3	6334	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6335	2	-1	0	-1	0	1	0	-1	-1	0	3	6335	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6336	2	-1	0	-1	0	1	0	-1	-1	0	3	6336	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6337	2	-1	0	-1	0	1	0	-1	-1	0	3	6337	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6338	2	-1	0	-1	0	1	0	-1	-1	0	3	6338	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6339	2	-1	0	-1	0	1	0	-1	-1	0	3	6339	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6340	2	-1	0	-1	0	1	0	-1	-1	0	3	6340	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6341	2	-1	0	-1	0	1	0	-1	-1	0	3	6341	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6342	2	-1	0	-1	0	1	0	-1	-1	0	3	6342	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6343	2	-1	0	-1	0	1	0	-1	-1	0	3	6343	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6344	2	-1	0	-1	0	1	0	-1	-1	0	3	6344	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6345	2	-1	0	-1	0	1	0	-1	-1	0	3	6345	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6346	2	-1	0	-1	0	1	0	-1	-1	0	3	6346	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6347	2	-1	0	-1	0	1	0	-1	-1	0	3	6347	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6348	2	-1	0	-1	0	1	0	-1	-1	0	3	6348	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6349	2	-1	0	-1	0	1	0	-1	-1	0	3	6349	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6350	2	-1	0	-1	0	1	0	-1	-1	0	3	6350	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6351	2	-1	0	-1	0	1	0	-1	-1	0	3	6351	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6352	2	-1	0	-1	0	1	0	-1	-1	0	3	6352	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6353	2	-1	0	-1	0	1	0	-1	-1	0	3	6353	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6354	2	-1	0	-1	0	1	0	-1	-1	0	3	6354	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6355	2	-1	0	-1	0	1	0	-1	-1	0	3	6355	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6356	2	-1	0	-1	0	1	0	-1	-1	0	3	6356	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6357	2	-1	0	-1	0	1	0	-1	-1	0	3	6357	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6358	2	-1	0	-1	0	1	0	-1	-1	0	3	6358	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6359	2	-1	0	-1	0	1	0	-1	-1	0	3	6359	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6360	2	-1	0	-1	0	1	0	-1	-1	0	3	6360	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6361	2	-1	0	-1	0	1	0	-1	-1	0	3	6361	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6362	2	-1	0	-1	0	1	0	-1	-1	0	3	6362	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6363	2	-1	0	-1	0	1	0	-1	-1	0	3	6363	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6364	2	-1	0	-1	0	1	0	-1	-1	0	3	6364	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6365	2	-1	0	-1	0	1	0	-1	-1	0	3	6365	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6366	2	-1	0	-1	0	1	0	-1	-1	0	3	6366	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6367	2	-1	0	-1	0	1	0	-1	-1	0	3	6367	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6368	2	-1	0	-1	0	1	0	-1	-1	0	3	6368	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6369	2	-1	0	-1	0	1	0	-1	-1	0	3	6369	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6370	2	-1	0	-1	0	1	0	-1	-1	0	3	6370	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6371	2	-1	0	-1	0	1	0	-1	-1	0	3	6371	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6372	2	-1	0	-1	0	1	0	-1	-1	0	3	6372	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6373	2	-1	0	-1	0	1	0	-1	-1	0	3	6373	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6374	2	-1	0	-1	0	1	0	-1	-1	0	3	6374	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6375	2	-1	0	-1	0	1	0	-1	-1	0	3	6375	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6376	2	-1	0	-1	0	1	0	-1	-1	0	3	6376	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6377	2	-1	0	-1	0	1	0	-1	-1	0	3	6377	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6378	2	-1	0	-1	0	1	0	-1	-1	0	3	6378	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6379	2	-1	0	-1	0	1	0	-1	-1	0	3	6379	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6380	2	-1	0	-1	0	1	0	-1	-1	0	3	6380	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6381	2	-1	0	-1	0	1	0	-1	-1	0	3	6381	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6382	2	-1	0	-1	0	1	0	-1	-1	0	3	6382	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6383	2	-1	0	-1	0	1	0	-1	-1	0	3	6383	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6384	2	-1	0	-1	0	1	0	-1	-1	0	3	6384	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6385	2	-1	0	-1	0	1	0	-1	-1	0	3	6385	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6386	2	-1	0	-1	0	1	0	-1	-1	0	3	6386	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6387	2	-1	0	-1	0	1	0	-1	-1	0	3	6387	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6388	2	-1	0	-1	0	1	0	-1	-1	0	3	6388	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6389	2	-1	0	-1	0	1	0	-1	-1	0	3	6389	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6390	2	-1	0	-1	0	1	0	-1	-1	0	3	6390	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6391	2	-1	0	-1	0	1	0	-1	-1	0	3	6391	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6392	2	-1	0	-1	0	1	0	-1	-1	0	3	6392	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6393	2	-1	0	-1	0	1	0	-1	-1	0	3	6393	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6394	2	-1	0	-1	0	1	0	-1	-1	0	3	6394	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6395	2	-1	0	-1	0	1	0	-1	-1	0	3	6395	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6396	2	-1	0	-1	0	1	0	-1	-1	0	3	6396	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6397	2	-1	0	-1	0	1	0	-1	-1	0	3	6397	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6398	2	-1	0	-1	0	1	0	-1	-1	0	3	6398	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6399	2	-1	0	-1	0	1	0	-1	-1	0	3	6399	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6400	2	-1	0	-1	0	1	0	-1	-1	0	3	6400	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6401	2	-1	0	-1	0	1	0	-1	-1	0	3	6401	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6402	2	-1	0	-1	0	1	0	-1	-1	0	3	6402	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6403	2	-1	0	-1	0	1	0	-1	-1	0	3	6403	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
