INT	INT	STRING	INT	INT	INT	INT	INT
110777	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110778	0	10772|12162|13603|15096|16640|18236|19884|21582|23333|25135|26989|28894|30851|32859|34920|37031|39194|41409|43676|45994|48363|50784|53256|55781|58357|60984|63663|66394|69176|72010|74895|77831|80820|83860|86952|90094|93290|96536|99833|103183|106584|110037|113541|117097|120704|124363|128073|131835|135649|139515	-1	-1	-1	-1	-1
110779	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110780	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110781	0	410|496|563|636|717|880|975|1147|1244|1345|1452|1564|1683|1806|1933|2066|2204|2339|2458|2579|2704|2832|2963|3096|3234|3374|3538|3707|3881|4060|4244|4434|4629|4829|5036|5248|5465|5688|5918|6153|6395|6642|6896|7157|7424|7698|7977|8257|8542|8835	-1	-1	-1	-1	-1
110782	0	526|637|724|819|921|1132|1253|1475|1599|1729|1867|2012|2164|2322|2485|2655|2834|3007|3160|3316|3476|3640|3809|3981|4157|4338|4549|4766|4990|5220|5457|5701|5952|6210|6475|6747|7026|7314|7609|7911|8222|8540|8867|9203|9546|9898|10256|10616|10983|11360	-1	-1	-1	-1	-1
110783	0	387|468|532|601|677|831|921|1083|1175|1271|1372|1478|1590|1705|1825|1951|2082|2209|2321|2436|2554|2675|2798|2924|3054|3186|3341|3501|3665|3834|4008|4188|4372|4561|4756|4956|5161|5372|5589|5811|6040|6273|6513|6759|7012|7271|7534|7798|8068|8344	-1	-1	-1	-1	-1
110784	0	497|602|684|773|870|1069|1184|1393|1510|1633|1763|1900|2044|2193|2347|2508|2677|2840|2985|3132|3283|3438|3597|3760|3926|4097|4296|4501|4712|4930|5153|5384|5621|5865|6115|6372|6636|6907|7186|7472|7766|8066|8374|8691|9015|9348|9686|10026|10373|10728	-1	-1	-1	-1	-1
110785	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110786	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110787	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110788	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110789	0	12209|13784|15417|17108|18859|20667|22535|24460|26444|28486|30587|32747|34964|37241|39576|41968|44420|46930|49499|52126|54811|57555|60357|63218|66138|69115|72152|75246|78399|81611|84881|88209|91596|95041|98545|102107|105728|109407|113145|116940|120795|124708|128679|132709|136798|140944|145150|149413|153736|158116	-1	-1	-1	-1	-1
110790	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110791	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110792	0	364|441|500|566|637|782|867|1020|1106|1196|1291|1391|1496|1605|1718|1836|1960|2079|2185|2293|2404|2517|2633|2752|2874|2999|3145|3295|3450|3609|3773|3942|4114|4293|4476|4665|4858|5056|5260|5469|5685|5904|6130|6362|6599|6843|7090|7339|7593|7853	-1	-1	-1	-1	-1
110793	0	468|566|644|728|819|1006|1114|1311|1421|1537|1659|1789|1924|2064|2209|2360|2519|2673|2809|2948|3090|3236|3386|3539|3695|3856|4043|4237|4435|4640|4850|5067|5291|5520|5755|5997|6246|6501|6764|7032|7309|7591|7882|8180|8485|8798|9117|9436|9763|10097	-1	-1	-1	-1	-1
110794	0	332|402|457|516|581|714|791|930|1009|1091|1178|1269|1365|1465|1568|1675|1788|1897|1993|2092|2193|2297|2403|2511|2623|2737|2870|3006|3148|3293|3442|3597|3754|3917|4084|4257|4433|4614|4800|4991|5187|5388|5594|5805|6022|6244|6470|6697|6929|7166	-1	-1	-1	-1	-1
110795	0	427|517|587|664|747|918|1017|1196|1297|1403|1514|1632|1756|1883|2016|2154|2299|2439|2563|2690|2820|2953|3090|3229|3372|3518|3689|3866|4047|4234|4426|4624|4828|5037|5252|5473|5699|5932|6172|6417|6669|6927|7192|7464|7743|8028|8319|8610|8908|9214	-1	-1	-1	-1	-1
110796	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110797	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110798	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110799	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110800	0	11491|12973|14510|16102|17749|19452|21209|23021|24889|26811|28788|30821|32908|35050|37248|39500|41807|44170|46587|49060|51587|54170|56807|59500|62247|65050|67907|70820|73787|76810|79888|83020|86208|89450|92748|96101|99509|102971|106489|110062|113690|117372|121110|124903|128751|132653|136611|140624|144692|148815	-1	-1	-1	-1	-1
110801	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110802	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110803	0	383|463|525|594|669|821|910|1071|1161|1256|1356|1460|1571|1685|1804|1928|2058|2183|2294|2407|2524|2643|2765|2890|3018|3149|3302|3459|3622|3789|3961|4139|4320|4507|4700|4898|5100|5309|5523|5743|5969|6200|6437|6680|6929|7185|7445|7706|7973|8246	-1	-1	-1	-1	-1
110804	0	491|595|676|764|860|1056|1170|1376|1492|1614|1742|1878|2020|2167|2319|2478|2645|2807|2949|3095|3245|3398|3555|3716|3880|4049|4245|4448|4657|4872|5093|5321|5555|5796|6043|6297|6558|6826|7102|7384|7674|7971|8276|8589|8909|9238|9572|9908|10251|10602	-1	-1	-1	-1	-1
110805	0	319|386|438|495|557|684|758|892|967|1046|1130|1217|1309|1404|1503|1607|1715|1819|1912|2006|2103|2203|2304|2408|2515|2624|2752|2883|3019|3158|3301|3449|3600|3756|3917|4082|4250|4424|4603|4786|4974|5166|5364|5567|5774|5988|6204|6422|6644|6872	-1	-1	-1	-1	-1
110806	0	409|495|563|637|717|880|975|1147|1243|1345|1452|1565|1683|1806|1933|2065|2204|2339|2458|2579|2704|2831|2963|3097|3233|3374|3538|3707|3881|4060|4244|4434|4629|4830|5036|5248|5465|5688|5918|6153|6395|6642|6897|7158|7424|7698|7977|8257|8542|8835	-1	-1	-1	-1	-1
110807	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110808	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110809	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110810	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110811	0	11778|13297|14873|16505|18193|19938|21739|23596|25511|27481|29508|31591|33730|35926|38179|40487|42852|45274|47752|50286|52877|55524|58227|60987|63803|66676|69605|72590|75632|78730|81885|85096|88363|91687|95067|98503|101997|105546|109151|112813|116532|120307|124138|128026|131970|135970|140027|144140|148310|152536	-1	-1	-1	-1	-1
110812	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110813	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110814	0	392|474|538|608|685|841|932|1096|1188|1286|1388|1495|1608|1726|1847|1974|2107|2235|2348|2465|2584|2706|2831|2959|3090|3224|3381|3542|3709|3880|4056|4237|4423|4615|4812|5015|5222|5435|5655|5880|6111|6347|6590|6839|7094|7356|7622|7890|8163|8442	-1	-1	-1	-1	-1
110815	0	503|609|692|783|880|1081|1198|1409|1528|1652|1784|1923|2068|2219|2375|2537|2708|2873|3020|3169|3322|3479|3640|3804|3972|4145|4346|4554|4768|4988|5214|5448|5687|5934|6187|6447|6714|6989|7271|7560|7857|8161|8473|8794|9121|9458|9800|10144|10495|10855	-1	-1	-1	-1	-1
110816	0	387|468|532|601|677|831|921|1083|1175|1271|1372|1478|1590|1705|1825|1951|2082|2209|2321|2436|2554|2675|2798|2924|3054|3186|3341|3501|3665|3834|4008|4188|4372|4561|4756|4956|5161|5372|5589|5811|6040|6273|6513|6759|7012|7271|7534|7798|8068|8344	-1	-1	-1	-1	-1
110817	0	497|602|684|773|870|1069|1184|1393|1510|1633|1763|1900|2044|2193|2347|2508|2677|2840|2985|3132|3283|3438|3597|3760|3926|4097|4296|4501|4712|4930|5153|5384|5621|5865|6115|6372|6636|6907|7186|7472|7766|8066|8374|8691|9015|9348|9686|10026|10373|10728	-1	-1	-1	-1	-1
110818	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110819	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110820	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110821	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110822	0	12209|13784|15417|17108|18859|20667|22535|24460|26444|28486|30587|32747|34964|37241|39576|41968|44420|46930|49499|52126|54811|57555|60357|63218|66138|69115|72152|75246|78399|81611|84881|88209|91596|95041|98545|102107|105728|109407|113145|116940|120795|124708|128679|132709|136798|140944|145150|149413|153736|158116	-1	-1	-1	-1	-1
110823	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110824	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110825	0	405|490|557|629|709|870|964|1134|1230|1330|1436|1547|1665|1786|1911|2043|2180|2313|2430|2551|2674|2800|2930|3062|3198|3336|3499|3665|3838|4015|4197|4385|4577|4776|4980|5190|5404|5625|5852|6085|6324|6569|6820|7077|7342|7613|7888|8165|8448|8737	-1	-1	-1	-1	-1
110826	0	521|630|716|810|911|1119|1239|1458|1581|1710|1846|1990|2140|2296|2458|2626|2803|2974|3125|3279|3438|3600|3767|3937|4111|4289|4498|4713|4934|5162|5396|5638|5886|6141|6403|6672|6948|7232|7525|7823|8131|8445|8768|9100|9440|9788|10142|10498|10861|11233	-1	-1	-1	-1	-1
110827	0	355|430|488|551|621|763|845|994|1078|1166|1259|1356|1459|1565|1675|1790|1911|2027|2130|2236|2344|2454|2568|2683|2802|2924|3066|3212|3364|3519|3678|3843|4012|4185|4364|4548|4736|4930|5129|5333|5542|5757|5977|6203|6434|6672|6913|7156|7403|7657	-1	-1	-1	-1	-1
110828	0	456|552|627|710|799|981|1086|1278|1385|1499|1618|1744|1876|2012|2154|2301|2456|2606|2739|2874|3013|3155|3301|3450|3603|3759|3942|4131|4324|4524|4729|4941|5158|5382|5611|5847|6089|6338|6595|6856|7126|7402|7685|7976|8273|8578|8889|9200|9519|9845	-1	-1	-1	-1	-1
110829	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110830	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110831	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110832	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110833	0	12783|14432|16142|17913|19746|21640|23595|25611|27689|29827|32027|34288|36610|38993|41438|43943|46510|49139|51829|54579|57390|60264|63198|66193|69250|72368|75547|78787|82088|85451|88875|92360|95906|99514|103183|106912|110704|114555|118469|122444|126480|130577|134735|138955|143235|147577|151980|156444|160970|165557	-1	-1	-1	-1	-1
110834	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110835	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110836	0	410|496|563|636|717|880|975|1147|1244|1345|1452|1564|1683|1806|1933|2066|2204|2339|2458|2579|2704|2832|2963|3096|3234|3374|3538|3707|3881|4060|4244|4434|4629|4829|5036|5248|5465|5688|5918|6153|6395|6642|6896|7157|7424|7698|7977|8257|8542|8835	-1	-1	-1	-1	-1
110837	0	526|637|724|819|921|1132|1253|1475|1599|1729|1867|2012|2164|2322|2485|2655|2834|3007|3160|3316|3476|3640|3809|3981|4157|4338|4549|4766|4990|5220|5457|5701|5952|6210|6475|6747|7026|7314|7609|7911|8222|8540|8867|9203|9546|9898|10256|10616|10983|11360	-1	-1	-1	-1	-1
110838	0	342|413|469|530|597|733|812|956|1036|1121|1210|1304|1403|1505|1611|1721|1837|1949|2048|2150|2253|2360|2469|2580|2695|2812|2948|3089|3234|3383|3537|3695|3857|4024|4196|4373|4554|4740|4931|5128|5329|5535|5747|5964|6187|6415|6647|6881|7119|7363	-1	-1	-1	-1	-1
110839	0	439|531|603|682|768|943|1044|1229|1332|1441|1556|1677|1804|1935|2071|2213|2362|2506|2633|2763|2897|3034|3174|3318|3464|3615|3790|3972|4158|4350|4547|4751|4960|5175|5396|5623|5855|6095|6341|6593|6852|7117|7389|7669|7955|8248|8547|8846|9153|9466	-1	-1	-1	-1	-1
110840	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110841	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110842	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110843	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
110844	0	13501|15243|17049|18920|20856|22856|24921|27049|29244|31502|33826|36214|38666|41184|43766|46412|49123|51900|54740|57645|60615|63649|66748|69912|73141|76433|79791|83213|86700|90252|93868|97549|101294|105104|108979|112918|116923|120991|125125|129322|133585|137913|142304|146761|151282|155868|160518|165233|170014|174858	-1	-1	-1	-1	-1
110845	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
110846	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
110847	0	455|551|625|707|796|978|1083|1275|1382|1495|1614|1738|1870|2006|2147|2295|2449|2599|2731|2866|3005|3147|3292|3440|3593|3749|3931|4118|4312|4511|4716|4927|5143|5366|5595|5831|6072|6320|6575|6837|7106|7380|7663|7952|8249|8554|8863|9174|9492|9817	-1	-1	-1	-1	-1
110848	0	585|708|804|910|1024|1257|1393|1638|1776|1921|2074|2236|2405|2580|2761|2950|3149|3341|3511|3684|3863|4045|4232|4424|4619|4820|5054|5296|5544|5800|6063|6334|6613|6899|7194|7497|7807|8126|8455|8790|9136|9489|9852|10225|10606|10997|11396|11795|12203|12622	-1	-1	-1	-1	-1
110849	0	319|386|438|495|557|684|758|892|967|1046|1130|1217|1309|1404|1503|1607|1715|1819|1912|2006|2103|2203|2304|2408|2515|2624|2752|2883|3019|3158|3301|3449|3600|3756|3917|4082|4250|4424|4603|4786|4974|5166|5364|5567|5774|5988|6204|6422|6644|6872	-1	-1	-1	-1	-1
110850	0	409|495|563|637|717|880|975|1147|1243|1345|1452|1565|1683|1806|1933|2065|2204|2339|2458|2579|2704|2831|2963|3097|3233|3374|3538|3707|3881|4060|4244|4434|4629|4830|5036|5248|5465|5688|5918|6153|6395|6642|6897|7158|7424|7698|7977|8257|8542|8835	-1	-1	-1	-1	-1
110851	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
110852	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110853	0	579|646|706|770|837|979|1054|1227|1302|1379|1459|1543|1626|1709|1798|1881|1968|2047|2109|2169|2229|2288|2344|2399|2453|2504|2569|2632|2693|2753|2810|2865|2919|2970|3018|3062|3104|3142|3177|3208|3231|3316|3402|3488|3574|3661|3747|3833|3920|4006	-1	-1	-1	-1	-1
110854	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
