INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
60103	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	24000	8	8400	-1	-1	-1	-1	-1
60104	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	21000	8	4200	-1	-1	-1	-1	-1
60105	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	18000	8	3360	-1	-1	-1	-1	-1
60106	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	15000	8	2520	-1	-1	-1	-1	-1
60107	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	1680	-1	-1	-1	-1	-1
60108	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	9000	8	840	-1	-1	-1	-1	-1
60109	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	7200	8	420	-1	-1	-1	-1	-1
60110	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	6000	8	420	-1	-1	-1	-1	-1
60111	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	6000	8	420	-1	-1	-1	-1	-1
60112	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	6000	8	420	-1	-1	-1	-1	-1
60113	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	6000	8	420	-1	-1	-1	-1	-1
60114	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	6000	8	420	-1	-1	-1	-1	-1
60201	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	50000	8	28000	-1	-1	-1	-1	-1
60202	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	45000	8	16800	-1	-1	-1	-1	-1
60203	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	40000	8	11200	-1	-1	-1	-1	-1
60204	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	35000	8	5600	-1	-1	-1	-1	-1
60205	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	30000	8	4480	-1	-1	-1	-1	-1
60206	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	25000	8	3360	-1	-1	-1	-1	-1
60207	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	20000	8	2240	-1	-1	-1	-1	-1
60208	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	15000	8	1120	-1	-1	-1	-1	-1
60209	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	560	-1	-1	-1	-1	-1
60210	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	10000	8	560	-1	-1	-1	-1	-1
60211	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	10000	8	560	-1	-1	-1	-1	-1
60212	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	10000	8	560	-1	-1	-1	-1	-1
60213	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	10000	8	560	-1	-1	-1	-1	-1
60214	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	10000	8	560	-1	-1	-1	-1	-1
60301	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	80000	8	35000	-1	-1	-1	-1	-1
60302	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	72000	8	21000	-1	-1	-1	-1	-1
60303	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	64000	8	14000	-1	-1	-1	-1	-1
60304	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	56000	8	7000	-1	-1	-1	-1	-1
60305	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	48000	8	5600	-1	-1	-1	-1	-1
60306	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	40000	8	4200	-1	-1	-1	-1	-1
60307	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	32000	8	2800	-1	-1	-1	-1	-1
60308	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	24000	8	1400	-1	-1	-1	-1	-1
60309	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	19200	8	700	-1	-1	-1	-1	-1
60310	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	16000	8	700	-1	-1	-1	-1	-1
60311	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	16000	8	700	-1	-1	-1	-1	-1
60312	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	16000	8	700	-1	-1	-1	-1	-1
60313	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	16000	8	700	-1	-1	-1	-1	-1
60314	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	16000	8	700	-1	-1	-1	-1	-1
60401	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	100000	8	42000	-1	-1	-1	-1	-1
60402	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	90000	8	25200	-1	-1	-1	-1	-1
60403	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	80000	8	16800	-1	-1	-1	-1	-1
60404	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	70000	8	8400	-1	-1	-1	-1	-1
60405	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	60000	8	6720	-1	-1	-1	-1	-1
60406	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	50000	8	5040	-1	-1	-1	-1	-1
60407	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	40000	8	3360	-1	-1	-1	-1	-1
60408	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	30000	8	1680	-1	-1	-1	-1	-1
60409	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	24000	8	840	-1	-1	-1	-1	-1
60410	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	20000	8	840	-1	-1	-1	-1	-1
60411	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	20000	8	840	-1	-1	-1	-1	-1
60412	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	20000	8	840	-1	-1	-1	-1	-1
60413	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	20000	8	840	-1	-1	-1	-1	-1
