INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
6699	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112299	0	0	2	3	-1	6	0	0	10112300	0	0	2	3	-1	7	0	0	10112301	0	0	2	3	-1	8	0	0	10112302	0	0		0	-1	-1
6700	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112303	0	0	2	3	-1	10	0	0	10112304	0	0	2	3	-1	11	0	0	10112305	0	0	2	3	-1	12	0	0	10112306	0	0		0	-1	-1
6701	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112307	0	0	2	3	-1	19	0	0	10112308	0	0	2	3	-1	20	0	0	10112309	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6702	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112992	0	0	2	3	-1	6	0	0	10112993	0	0	2	3	-1	7	0	0	10112994	0	0	2	3	-1	8	0	0	10112995	0	0		0	-1	-1
6703	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112996	0	0	2	3	-1	10	0	0	10112997	0	0	2	3	-1	11	0	0	10112998	0	0	2	3	-1	12	0	0	10112999	0	0		0	-1	-1
6704	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10113000	0	0	2	3	-1	19	0	0	10113001	0	0	2	3	-1	20	0	0	10113002	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6705	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110253	0	0	2	3	-1	6	0	0	10110254	0	0	2	3	-1	7	0	0	10110255	0	0	2	3	-1	8	0	0	10110256	0	0		0	-1	-1
6706	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110257	0	0	2	3	-1	10	0	0	10110258	0	0	2	3	-1	11	0	0	10110259	0	0	2	3	-1	12	0	0	10110260	0	0		0	-1	-1
6707	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110261	0	0	2	3	-1	19	0	0	10110262	0	0	2	3	-1	20	0	0	10110263	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6708	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110946	0	0	2	3	-1	6	0	0	10110947	0	0	2	3	-1	7	0	0	10110948	0	0	2	3	-1	8	0	0	10110949	0	0		0	-1	-1
6709	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110950	0	0	2	3	-1	10	0	0	10110951	0	0	2	3	-1	11	0	0	10110952	0	0	2	3	-1	12	0	0	10110953	0	0		0	-1	-1
6710	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110954	0	0	2	3	-1	19	0	0	10110955	0	0	2	3	-1	20	0	0	10110956	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6711	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111639	0	0	2	3	-1	6	0	0	10111640	0	0	2	3	-1	7	0	0	10111641	0	0	2	3	-1	8	0	0	10111642	0	0		0	-1	-1
6712	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111643	0	0	2	3	-1	10	0	0	10111644	0	0	2	3	-1	11	0	0	10111645	0	0	2	3	-1	12	0	0	10111646	0	0		0	-1	-1
6713	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111647	0	0	2	3	-1	19	0	0	10111648	0	0	2	3	-1	20	0	0	10111649	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6714	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112332	0	0	2	3	-1	6	0	0	10112333	0	0	2	3	-1	7	0	0	10112334	0	0	2	3	-1	8	0	0	10112335	0	0		0	-1	-1
6715	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112336	0	0	2	3	-1	10	0	0	10112337	0	0	2	3	-1	11	0	0	10112338	0	0	2	3	-1	12	0	0	10112339	0	0		0	-1	-1
6716	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112340	0	0	2	3	-1	19	0	0	10112341	0	0	2	3	-1	20	0	0	10112342	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6717	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10113025	0	0	2	3	-1	6	0	0	10113026	0	0	2	3	-1	7	0	0	10113027	0	0	2	3	-1	8	0	0	10113028	0	0		0	-1	-1
6718	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10113029	0	0	2	3	-1	10	0	0	10113030	0	0	2	3	-1	11	0	0	10113031	0	0	2	3	-1	12	0	0	10113032	0	0		0	-1	-1
6719	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10113033	0	0	2	3	-1	19	0	0	10113034	0	0	2	3	-1	20	0	0	10113035	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6720	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110319	0	0	2	3	-1	6	0	0	10110320	0	0	2	3	-1	7	0	0	10110321	0	0	2	3	-1	8	0	0	10110322	0	0		0	-1	-1
6721	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110323	0	0	2	3	-1	10	0	0	10110324	0	0	2	3	-1	11	0	0	10110325	0	0	2	3	-1	12	0	0	10110326	0	0		0	-1	-1
6722	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110327	0	0	2	3	-1	19	0	0	10110328	0	0	2	3	-1	20	0	0	10110329	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6723	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111012	0	0	2	3	-1	6	0	0	10111013	0	0	2	3	-1	7	0	0	10111014	0	0	2	3	-1	8	0	0	10111015	0	0		0	-1	-1
6724	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111016	0	0	2	3	-1	10	0	0	10111017	0	0	2	3	-1	11	0	0	10111018	0	0	2	3	-1	12	0	0	10111019	0	0		0	-1	-1
6725	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111020	0	0	2	3	-1	19	0	0	10111021	0	0	2	3	-1	20	0	0	10111022	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6726	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111705	0	0	2	3	-1	6	0	0	10111706	0	0	2	3	-1	7	0	0	10111707	0	0	2	3	-1	8	0	0	10111708	0	0		0	-1	-1
6727	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111709	0	0	2	3	-1	10	0	0	10111710	0	0	2	3	-1	11	0	0	10111711	0	0	2	3	-1	12	0	0	10111712	0	0		0	-1	-1
6728	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111713	0	0	2	3	-1	19	0	0	10111714	0	0	2	3	-1	20	0	0	10111715	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6729	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112398	0	0	2	3	-1	6	0	0	10112399	0	0	2	3	-1	7	0	0	10112400	0	0	2	3	-1	8	0	0	10112401	0	0		0	-1	-1
6730	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112402	0	0	2	3	-1	10	0	0	10112403	0	0	2	3	-1	11	0	0	10112404	0	0	2	3	-1	12	0	0	10112405	0	0		0	-1	-1
6731	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112406	0	0	2	3	-1	19	0	0	10112407	0	0	2	3	-1	20	0	0	10112408	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6732	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10113091	0	0	2	3	-1	6	0	0	10113092	0	0	2	3	-1	7	0	0	10113093	0	0	2	3	-1	8	0	0	10113094	0	0		0	-1	-1
6733	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10113095	0	0	2	3	-1	10	0	0	10113096	0	0	2	3	-1	11	0	0	10113097	0	0	2	3	-1	12	0	0	10113098	0	0		0	-1	-1
6734	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10113099	0	0	2	3	-1	19	0	0	10113100	0	0	2	3	-1	20	0	0	10113101	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6735	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110330	0	0	2	3	-1	6	0	0	10110331	0	0	2	3	-1	7	0	0	10110332	0	0	2	3	-1	8	0	0	10110333	0	0		0	-1	-1
6736	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110334	0	0	2	3	-1	10	0	0	10110335	0	0	2	3	-1	11	0	0	10110336	0	0	2	3	-1	12	0	0	10110337	0	0		0	-1	-1
6737	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110338	0	0	2	3	-1	19	0	0	10110339	0	0	2	3	-1	20	0	0	10110340	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6738	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111023	0	0	2	3	-1	6	0	0	10111024	0	0	2	3	-1	7	0	0	10111025	0	0	2	3	-1	8	0	0	10111026	0	0		0	-1	-1
6739	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111027	0	0	2	3	-1	10	0	0	10111028	0	0	2	3	-1	11	0	0	10111029	0	0	2	3	-1	12	0	0	10111030	0	0		0	-1	-1
6740	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111031	0	0	2	3	-1	19	0	0	10111032	0	0	2	3	-1	20	0	0	10111033	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6741	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111716	0	0	2	3	-1	6	0	0	10111717	0	0	2	3	-1	7	0	0	10111718	0	0	2	3	-1	8	0	0	10111719	0	0		0	-1	-1
6742	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111720	0	0	2	3	-1	10	0	0	10111721	0	0	2	3	-1	11	0	0	10111722	0	0	2	3	-1	12	0	0	10111723	0	0		0	-1	-1
6743	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111724	0	0	2	3	-1	19	0	0	10111725	0	0	2	3	-1	20	0	0	10111726	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6744	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112409	0	0	2	3	-1	6	0	0	10112410	0	0	2	3	-1	7	0	0	10112411	0	0	2	3	-1	8	0	0	10112412	0	0		0	-1	-1
6745	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112413	0	0	2	3	-1	10	0	0	10112414	0	0	2	3	-1	11	0	0	10112415	0	0	2	3	-1	12	0	0	10112416	0	0		0	-1	-1
6746	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112417	0	0	2	3	-1	19	0	0	10112418	0	0	2	3	-1	20	0	0	10112419	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6747	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10113102	0	0	2	3	-1	6	0	0	10113103	0	0	2	3	-1	7	0	0	10113104	0	0	2	3	-1	8	0	0	10113105	0	0		0	-1	-1
6748	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10113106	0	0	2	3	-1	10	0	0	10113107	0	0	2	3	-1	11	0	0	10113108	0	0	2	3	-1	12	0	0	10113109	0	0		0	-1	-1
6749	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10113110	0	0	2	3	-1	19	0	0	10113111	0	0	2	3	-1	20	0	0	10113112	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6750	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110352	0	0	2	3	-1	6	0	0	10110353	0	0	2	3	-1	7	0	0	10110354	0	0	2	3	-1	8	0	0	10110355	0	0		0	-1	-1
6751	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110356	0	0	2	3	-1	10	0	0	10110357	0	0	2	3	-1	11	0	0	10110358	0	0	2	3	-1	12	0	0	10110359	0	0		0	-1	-1
6752	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110360	0	0	2	3	-1	19	0	0	10110361	0	0	2	3	-1	20	0	0	10110362	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6753	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111045	0	0	2	3	-1	6	0	0	10111046	0	0	2	3	-1	7	0	0	10111047	0	0	2	3	-1	8	0	0	10111048	0	0		0	-1	-1
6754	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111049	0	0	2	3	-1	10	0	0	10111050	0	0	2	3	-1	11	0	0	10111051	0	0	2	3	-1	12	0	0	10111052	0	0		0	-1	-1
6755	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111053	0	0	2	3	-1	19	0	0	10111054	0	0	2	3	-1	20	0	0	10111055	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6756	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111738	0	0	2	3	-1	6	0	0	10111739	0	0	2	3	-1	7	0	0	10111740	0	0	2	3	-1	8	0	0	10111741	0	0		0	-1	-1
6757	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111742	0	0	2	3	-1	10	0	0	10111743	0	0	2	3	-1	11	0	0	10111744	0	0	2	3	-1	12	0	0	10111745	0	0		0	-1	-1
6758	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111746	0	0	2	3	-1	19	0	0	10111747	0	0	2	3	-1	20	0	0	10111748	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6759	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112431	0	0	2	3	-1	6	0	0	10112432	0	0	2	3	-1	7	0	0	10112433	0	0	2	3	-1	8	0	0	10112434	0	0		0	-1	-1
6760	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112435	0	0	2	3	-1	10	0	0	10112436	0	0	2	3	-1	11	0	0	10112437	0	0	2	3	-1	12	0	0	10112438	0	0		0	-1	-1
6761	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112439	0	0	2	3	-1	19	0	0	10112440	0	0	2	3	-1	20	0	0	10112441	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6762	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10113124	0	0	2	3	-1	6	0	0	10113125	0	0	2	3	-1	7	0	0	10113126	0	0	2	3	-1	8	0	0	10113127	0	0		0	-1	-1
6763	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10113128	0	0	2	3	-1	10	0	0	10113129	0	0	2	3	-1	11	0	0	10113130	0	0	2	3	-1	12	0	0	10113131	0	0		0	-1	-1
6764	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10113132	0	0	2	3	-1	19	0	0	10113133	0	0	2	3	-1	20	0	0	10113134	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6765	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110286	0	0	2	3	-1	6	0	0	10110287	0	0	2	3	-1	7	0	0	10110288	0	0	2	3	-1	8	0	0	10110289	0	0		0	-1	-1
6766	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110290	0	0	2	3	-1	10	0	0	10110291	0	0	2	3	-1	11	0	0	10110292	0	0	2	3	-1	12	0	0	10110293	0	0		0	-1	-1
6767	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110294	0	0	2	3	-1	19	0	0	10110295	0	0	2	3	-1	20	0	0	10110296	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6768	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110979	0	0	2	3	-1	6	0	0	10110980	0	0	2	3	-1	7	0	0	10110981	0	0	2	3	-1	8	0	0	10110982	0	0		0	-1	-1
6769	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110983	0	0	2	3	-1	10	0	0	10110984	0	0	2	3	-1	11	0	0	10110985	0	0	2	3	-1	12	0	0	10110986	0	0		0	-1	-1
6770	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110987	0	0	2	3	-1	19	0	0	10110988	0	0	2	3	-1	20	0	0	10110989	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6771	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111672	0	0	2	3	-1	6	0	0	10111673	0	0	2	3	-1	7	0	0	10111674	0	0	2	3	-1	8	0	0	10111675	0	0		0	-1	-1
6772	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111676	0	0	2	3	-1	10	0	0	10111677	0	0	2	3	-1	11	0	0	10111678	0	0	2	3	-1	12	0	0	10111679	0	0		0	-1	-1
6773	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111680	0	0	2	3	-1	19	0	0	10111681	0	0	2	3	-1	20	0	0	10111682	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6774	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112365	0	0	2	3	-1	6	0	0	10112366	0	0	2	3	-1	7	0	0	10112367	0	0	2	3	-1	8	0	0	10112368	0	0		0	-1	-1
6775	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112369	0	0	2	3	-1	10	0	0	10112370	0	0	2	3	-1	11	0	0	10112371	0	0	2	3	-1	12	0	0	10112372	0	0		0	-1	-1
6776	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112373	0	0	2	3	-1	19	0	0	10112374	0	0	2	3	-1	20	0	0	10112375	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6777	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10113058	0	0	2	3	-1	6	0	0	10113059	0	0	2	3	-1	7	0	0	10113060	0	0	2	3	-1	8	0	0	10113061	0	0		0	-1	-1
6778	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10113062	0	0	2	3	-1	10	0	0	10113063	0	0	2	3	-1	11	0	0	10113064	0	0	2	3	-1	12	0	0	10113065	0	0		0	-1	-1
6779	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10113066	0	0	2	3	-1	19	0	0	10113067	0	0	2	3	-1	20	0	0	10113068	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6780	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110264	0	0	2	3	-1	6	0	0	10110265	0	0	2	3	-1	7	0	0	10110266	0	0	2	3	-1	8	0	0	10110267	0	0		0	-1	-1
6781	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110268	0	0	2	3	-1	10	0	0	10110269	0	0	2	3	-1	11	0	0	10110270	0	0	2	3	-1	12	0	0	10110271	0	0		0	-1	-1
6782	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110272	0	0	2	3	-1	19	0	0	10110273	0	0	2	3	-1	20	0	0	10110274	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6783	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110957	0	0	2	3	-1	6	0	0	10110958	0	0	2	3	-1	7	0	0	10110959	0	0	2	3	-1	8	0	0	10110960	0	0		0	-1	-1
6784	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110961	0	0	2	3	-1	10	0	0	10110962	0	0	2	3	-1	11	0	0	10110963	0	0	2	3	-1	12	0	0	10110964	0	0		0	-1	-1
6785	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110965	0	0	2	3	-1	19	0	0	10110966	0	0	2	3	-1	20	0	0	10110967	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6786	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111650	0	0	2	3	-1	6	0	0	10111651	0	0	2	3	-1	7	0	0	10111652	0	0	2	3	-1	8	0	0	10111653	0	0		0	-1	-1
6787	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111654	0	0	2	3	-1	10	0	0	10111655	0	0	2	3	-1	11	0	0	10111656	0	0	2	3	-1	12	0	0	10111657	0	0		0	-1	-1
6788	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111658	0	0	2	3	-1	19	0	0	10111659	0	0	2	3	-1	20	0	0	10111660	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6789	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10112343	0	0	2	3	-1	6	0	0	10112344	0	0	2	3	-1	7	0	0	10112345	0	0	2	3	-1	8	0	0	10112346	0	0		0	-1	-1
6790	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10112347	0	0	2	3	-1	10	0	0	10112348	0	0	2	3	-1	11	0	0	10112349	0	0	2	3	-1	12	0	0	10112350	0	0		0	-1	-1
6791	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10112351	0	0	2	3	-1	19	0	0	10112352	0	0	2	3	-1	20	0	0	10112353	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6792	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10113036	0	0	2	3	-1	6	0	0	10113037	0	0	2	3	-1	7	0	0	10113038	0	0	2	3	-1	8	0	0	10113039	0	0		0	-1	-1
6793	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10113040	0	0	2	3	-1	10	0	0	10113041	0	0	2	3	-1	11	0	0	10113042	0	0	2	3	-1	12	0	0	10113043	0	0		0	-1	-1
6794	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10113044	0	0	2	3	-1	19	0	0	10113045	0	0	2	3	-1	20	0	0	10113046	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6795	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10110374	0	0	2	3	-1	6	0	0	10110375	0	0	2	3	-1	7	0	0	10110376	0	0	2	3	-1	8	0	0	10110377	0	0		0	-1	-1
6796	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10110378	0	0	2	3	-1	10	0	0	10110379	0	0	2	3	-1	11	0	0	10110380	0	0	2	3	-1	12	0	0	10110381	0	0		0	-1	-1
6797	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10110382	0	0	2	3	-1	19	0	0	10110383	0	0	2	3	-1	20	0	0	10110384	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
6798	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	5	0	0	10111067	0	0	2	3	-1	6	0	0	10111068	0	0	2	3	-1	7	0	0	10111069	0	0	2	3	-1	8	0	0	10111070	0	0		0	-1	-1
6799	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	9	0	0	10111071	0	0	2	3	-1	10	0	0	10111072	0	0	2	3	-1	11	0	0	10111073	0	0	2	3	-1	12	0	0	10111074	0	0		0	-1	-1
6800	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	13	0	0	10111075	0	0	2	3	-1	19	0	0	10111076	0	0	2	3	-1	20	0	0	10111077	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
