INT	STRING	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT
1189	主线:	0	1188	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1190	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1190	主线:	0	1189	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1191	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1191	主线:	0	1190	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1192	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1192	主线:	0	1191	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1193	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1193	主线:	0	1192	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1194	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3883	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1194	主线:	0	1193	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1195	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1195	主线:	0	1194	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1196	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3885	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1196	主线:	0	1195	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1197	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3886	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1197	主线:	0	1196	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1198	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3887	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1198	主线:	0	1197	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1199	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3888	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1199	主线:	0	1198	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1200	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3889	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1200	主线:	0	1199	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1201	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3890	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1201	主线:	0	1200	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1202	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3891	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1202	主线:	0	1201	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1203	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3892	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1203	主线:	0	1202	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1204	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3893	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1204	主线:	0	1203	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1205	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3894	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1205	主线:	0	1204	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1206	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3895	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1206	主线:	0	1205	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1207	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3896	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1207	主线:	0	1206	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1208	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3897	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1208	主线:	0	1207	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	1209	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3898	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
1209	主线:	0	1208	0	-1	-1	8	-1	-1	0	8	-1	-1	-1	0	-1	-1	-1	-1	8	-1	-1	-1	-1	1	1224	2	1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3899	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
5005	组队副本	2	99999	0	-1	-1	-1	-1	-1	1	25	1	-1	-1	18	36	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	6060	5	100035005	-1	6000	-1	-1	-1	-1	-1	-1	1005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	550000	-1	-1	-1	-1
5007	战盟捐献	2	99999	0	-1	-1	-1	-1	-1	1	50	2	-1	-1	18	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	6180	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	550000	-1	-1	-1	-1
5010	添加好友	2	99999	0	-1	-1	-1	-1	-1	1	23	-1	-1	-1	18	41	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	5940	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	-1	-1	-1
5011	剧情副本	2	99999	0	-1	-1	-1	-1	-1	1	25	-1	-1	-1	18	56	3	-1	-1	-1	-1	-1	-1	-1	22000	1	24512	1	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	-1	-1	-1
5012	亡灵城堡	2	99999	0	-1	-1	-1	-1	-1	1	60	0	-1	-1	18	299	1	-1	-1	-1	-1	-1	-1	-1	22002	1	22018	100035112	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	550000	-1	-1	-1	-1
5013	地狱监牢	2	99999	0	-1	-1	-1	-1	-1	1	60	0	-1	-1	18	300	1	-1	-1	-1	-1	-1	-1	-1	22002	1	22017	100035012	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	-1	-1	-1
5014	竞技场	2	99999	0	-1	-1	-1	-1	-1	1	45	-1	-1	-1	18	26	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	23115	3	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	-1	-1	-1
5016	装备强化	2	99999	0	-1	-1	-1	-1	-1	1	19	0	-1	-1	18	28	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22000	1	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	-1	-1	-1
5017	装备精炼	2	99999	0	-1	-1	-1	-1	-1	1	19	1	-1	-1	18	29	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22003	1	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	-1	-1	-1
5018	农场订单	2	99999	0	-1	-1	-1	-1	-1	1	40	-1	-1	-1	18	412	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90103	2	90104	2	-1	6000	-1	-1	-1	-1	-1	-1	1018	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	-1	-1	-1
5019	农场收获	2	99999	0	-1	-1	-1	-1	-1	1	40	-1	-1	-1	18	413	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	91200	5	91201	2	-1	6000	-1	-1	-1	-1	-1	-1	1019	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	-1	-1	-1
5020	随从任务	2	99999	0	-1	-1	-1	-1	-1	1	51	0	-1	-1	18	414	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	26502	2	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1770	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	-1	-1	-1
5021	合成道具	2	99999	0	-1	-1	-1	-1	-1	1	26	-1	-1	-1	18	415	3	-1	-1	-1	-1	-1	-1	-1	22002	3	-1	-1	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1771	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	-1	-1	-1
5022	勇士港出航	2	99999	0	-1	-1	-1	-1	-1	1	39	-1	-1	-1	18	416	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2000	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1772	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	-1	-1	-1
5023	神魔斗场	2	99999	0	-1	-1	-1	-1	-1	1	53	-1	-1	-1	18	311	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	2000	24001	99	-1	6000	-1	-1	-1	-1	-1	-1	1773	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	-1	-1	-1
5024	交易所	2	99999	0	-1	-1	-1	-1	-1	1	57	-1	-1	-1	18	418	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	20000	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1774	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	-1	-1	-1
5025	翅膀培养	2	99999	0	-1	-1	-1	-1	-1	1	38	-1	-1	-1	18	419	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	22017	5	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1775	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	-1	-1	-1
5026	排行榜点赞	2	99999	0	-1	-1	-1	-1	-1	1	30	-1	-1	-1	18	420	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	20200	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	1776	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	-1	-1	-1
5205	战盟捐献	6	-1	0	-1	-1	-1	-1	-1	1	50	2	-1	-1	18	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	6000	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	550000	-1	101	-1	-1
5206	添加好友	6	-1	0	-1	-1	-1	-1	-1	1	23	-1	-1	-1	18	41	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	6000	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	101	-1	-1
5207	装备强化	6	-1	0	-1	-1	-1	-1	-1	1	19	0	-1	-1	18	28	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22000	1	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	101	-1	-1
5208	装备精炼	6	-1	0	-1	-1	-1	-1	-1	1	19	1	-1	-1	18	29	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22003	1	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	101	-1	-1
5209	农场订单	6	99999	0	-1	-1	-1	-1	-1	1	40	-1	-1	-1	18	412	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90103	1	90104	1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	101	-1	-1
5210	农场收获	6	99999	0	-1	-1	-1	-1	-1	1	40	-1	-1	-1	18	413	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	91200	2	91201	1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	101	-1	-1
5211	随从任务	6	99999	0	-1	-1	-1	-1	-1	1	51	0	-1	-1	18	414	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26502	2	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	101	-1	-1
5212	合成道具	6	-1	0	-1	-1	-1	-1	-1	1	26	-1	-1	-1	18	415	3	-1	-1	-1	-1	-1	-1	-1	22002	3	-1	-1	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	101	-1	-1
5213	交易所	6	99999	0	-1	-1	-1	-1	-1	1	57	-1	-1	-1	18	418	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	19400	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	101	-1	-1
5214	翅膀培养	6	-1	0	-1	-1	-1	-1	-1	1	38	-1	-1	-1	18	419	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	22017	5	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	500000	-1	101	-1	-1
5215	排行榜点赞	6	-1	0	-1	-1	-1	-1	-1	1	30	-1	-1	-1	18	420	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	19800	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	600000	-1	101	-1	-1
10000	支:犀牛兽的角	1	5	0	-1	23	3	19	153	0	3	34	158	-1	4	25505	4	1002	94	3	61	157	-1	-1	1	729	2	474	-1	-1	25505	10000	1002	-1	-1	-1	-1	-1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10001	支:魔狼的甲片	1	8	0	-1	94	3	61	157	0	3	63	174	-1	4	25506	6	1003	95	3	96	149	-1	-1	1	970	2	588	-1	-1	25506	10000	1003	-1	-1	-1	-1	-1	251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10002	支:盗贼的武器	1	25	0	-1	33	5	49	37.5	0	5	45	23	-1	4	25507	6	1012	33	5	49	37.5	-1	-1	1	1708	2	1035	-1	-1	25507	10000	1012	-1	-1	-1	-1	-1	252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10003	支:树人的新芽	1	28	0	-1	19	5	103	40.5	0	5	85	37	-1	4	25547	5	1013	19	5	103	40.5	-1	-1	1	1577	2	986	-1	-1	25547	10000	1013	-1	-1	-1	-1	-1	253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10004	支:黑袍巫师的魂石	1	36	0	-1	96	3	54	25	0	3	79	31	-1	4	25509	5	1007	97	3	41	48.5	-1	-1	1	2900	2	1792	-1	-1	25509	10000	1007	-1	-1	-1	-1	-1	254	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10005	支:冰晶兽的心脏	1	151	0	-1	11	1	151.29	57.29	0	1	88	33	-1	4	25511	8	1017	11	1	151.29	57.29	-1	-1	1	6583	2	10679	-1	-1	25511	10000	1017	-1	-1	-1	-1	-1	255	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10006	支:霜雪巨人王的毛发	1	70	0	-1	15	1	112.03	57.24	0	1	42	81	-1	4	25512	8	1021	15	1	112.03	57.24	-1	-1	1	5819	2	17372	-1	-1	25512	10000	1021	-1	-1	-1	-1	-1	256	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10007	支:雪魔虫的牙齿	1	55	0	-1	15	1	112.03	57.24	0	1	127	91	-1	4	25514	8	1016	15	1	112.03	57.24	-1	-1	1	6484	2	5320	-1	-1	25514	10000	1016	-1	-1	-1	-1	-1	257	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10008	支:蓝魔巨人的角	1	65	0	-1	14	1	124.05	40.31	0	1	54	48	-1	4	25515	8	1018	13	1	74.5	60.2	-1	-1	1	5092	2	12000	-1	-1	25515	10000	1018	-1	-1	-1	-1	-1	258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10009	支:霜雪巨人的毛皮	1	99999	0	-1	13	1	74.5	60.2	0	1	84	106	-1	4	25516	8	1020	13	1	74.5	60.2	-1	-1	1	5613	2	13582	-1	-1	25516	10000	1020	-1	-1	-1	-1	-1	259	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10010	支:异形魔怪的骨头	1	99999	0	-1	77	7	26.3	19.5	0	0	7	21	47	4	25548	10	1072	77	7	26.3	19.5	-1	-1	1	8633000	2	104208	-1	-1	25548	10000	1072	-1	-1	-1	-1	-1	1724	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10011	支:巨蜥的毒素	1	99999	0	-1	78	7	48	30	0	0	7	68	27	4	25549	10	1073	78	7	48	30	-1	-1	1	9480450	2	102652	-1	-1	25549	10000	1073	-1	-1	-1	-1	-1	1725	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10012	支:无辜村民的灵魂	1	99999	0	-1	83	7	62.34	42.85	0	0	7	76	41	4	25550	10	1075	83	7	62.34	42.85	-1	-1	1	9329740	2	101080	-1	-1	25550	10000	1075	-1	-1	-1	-1	-1	1726	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10013	支:沙兵的盔甲	1	99999	0	-1	81	7	78.43	29.24	0	0	7	96	42	4	25551	10	1076	81	7	78.43	29.24	-1	-1	1	8905260	2	106596	-1	-1	25551	10000	1076	-1	-1	-1	-1	-1	1727	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10014	支:人面毒蝎的蝎尾	1	99999	0	-1	80	7	17.5	70.3	0	0	7	16	61	4	25552	15	1077	80	7	17.5	70.3	-1	-1	1	8751360	2	97881	-1	-1	25552	10000	1077	-1	-1	-1	-1	-1	1728	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10015	支:带有法力的饰品	1	99999	0	-1	79	7	41.87	88.92	0	0	7	53	96	4	25553	15	1080	79	7	41.87	88.92	-1	-1	1	8734850	2	105472	-1	-1	25553	10000	1080	-1	-1	-1	-1	-1	1729	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10016	支:避暑蛇胆	1	99999	0	-1	82	7	54.7	88.76	0	0	7	53	96	4	25554	15	1080	82	7	54.7	88.76	-1	-1	1	9775260	2	106953	-1	-1	25554	10000	1080	-1	-1	-1	-1	-1	1730	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10017	支:锋利的武器	1	99999	0	-1	77	7	26.3	19.5	0	0	7	131	59	4	25555	15	1082	77	7	26.3	19.5	-1	-1	1	8834880	2	104312	-1	-1	25555	10000	1082	-1	-1	-1	-1	-1	1731	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10018	支:神秘的绷带	1	99999	0	-1	85	7	57.47	108.78	0	0	7	71	108	4	25556	15	1083	85	7	57.47	108.78	-1	-1	1	9024000	2	101645	-1	-1	25556	10000	1083	-1	-1	-1	-1	-1	1732	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10019	转生:力量觉醒	1	2009	0	-1	28	3	47.26	82.55	0	3	50	82	-1	0	28	-1	-1	28	3	47.26	82.55	10020	-1	1	3423	2	4520	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10020	转生:探究	1	8012	0	-1	28	3	47.26	82.55	0	2	54	90	-1	0	48	-1	-1	48	2	54.6	91	10021	-1	1	3250	2	12351	22002	3	-1	-1	-1	-1	-1	-1	-1	-1	263	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10021	转生:宝石	1	8013	0	-1	48	2	54.6	91	0	2	122	32	-1	4	25538	10	1028	48	2	54.6	91	10022	-1	1	4532	2	34501	-1	-1	25538	2000	1028	-1	-1	-1	-1	-1	264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10022	转生:熔炼	1	8014	0	-1	48	2	54.6	91	0	2	64	114	-1	3	1500	10055	-1	48	2	54.6	91	10023	-1	1	2563	2	15210	10	5000	-1	-1	-1	-1	-1	-1	-1	-1	265	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10023	转生:回复	1	8019	0	-1	48	2	54.6	91	0	3	50	82	-1	0	28	-1	-1	28	3	47.26	82.55	10026	-1	1	13452	2	65210	22002	10	-1	-1	-1	-1	-1	-1	-1	-1	266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
10024	转生:融合	1	8016	0	-1	28	3	47.26	82.55	1	63	-1	-1	-1	18	51	1	115	28	3	47.26	82.55	10025	-1	1	15032	2	56240	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
