INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
40116	-1	-1	-1	-1	-1	-1	5000	40701	1	1	-1	20	40702	1	1	-1	5	40703	1	1	-1	34	40704	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40117	-1	-1	-1	-1	-1	-1	5000	40705	1	1	-1	20	40706	1	1	-1	5	40707	1	1	-1	34	40708	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40118	-1	-1	-1	-1	-1	-1	10000	40709	1	1	-1	6000	40710	2	2	-1	8000	40711	1	1	-1	10000	40712	1	1	-1	5000	40713	2	2	-1	10000	40714	1	1	-1	0	40715	1	1	-1	3000	810004	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40119	-1	-1	-1	-1	-1	-1	5000	40716	1	1	-1	20	40717	1	1	-1	5	40718	1	1	-1	34	40719	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40120	-1	-1	-1	-1	-1	-1	5000	40720	1	1	-1	20	40721	1	1	-1	5	40722	1	1	-1	34	40723	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40121	-1	-1	-1	-1	-1	-1	5000	40724	1	1	-1	20	40725	1	1	-1	5	40726	1	1	-1	34	40727	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40122	-1	-1	-1	-1	-1	-1	10000	40728	1	1	-1	5000	40729	2	2	-1	8000	40730	2	2	-1	10000	40731	1	1	-1	5000	40732	1	1	-1	10000	40733	1	1	-1	0	40734	1	1	-1	5000	810004	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40123	-1	-1	-1	-1	-1	-1	5000	40735	1	1	-1	20	40736	1	1	-1	5	40737	1	1	-1	34	40738	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40124	-1	-1	-1	-1	-1	-1	5000	40739	1	1	-1	20	40740	1	1	-1	5	40741	1	1	-1	34	40742	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40125	-1	-1	-1	-1	-1	-1	5000	40743	1	1	-1	20	40744	1	1	-1	5	40745	1	1	-1	34	40746	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40126	-1	-1	-1	-1	-1	-1	10000	40747	1	1	-1	8000	40748	1	1	-1	10000	40749	2	2	-1	5000	40750	1	1	-1	10000	40751	1	1	-1	0	40752	1	1	-1	3000	810005	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40127	-1	-1	-1	-1	-1	-1	5000	40753	1	1	-1	20	40754	1	1	-1	5	40755	1	1	-1	34	40756	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40128	-1	-1	-1	-1	-1	-1	5000	40757	1	1	-1	20	40758	1	1	-1	5	40759	1	1	-1	34	40760	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40129	-1	-1	-1	-1	-1	-1	5000	40761	1	1	-1	20	40762	1	1	-1	5	40763	1	1	-1	34	40764	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40130	-1	-1	-1	-1	-1	-1	10000	40765	1	1	-1	6000	40766	2	2	-1	8000	40767	1	1	-1	10000	40768	1	1	-1	5000	40769	2	2	-1	10000	40770	1	1	-1	0	40771	1	1	-1	3000	810005	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40131	-1	-1	-1	-1	-1	-1	5000	40772	1	1	-1	20	40773	1	1	-1	5	40774	1	1	-1	34	40775	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40132	-1	-1	-1	-1	-1	-1	5000	40776	1	1	-1	20	40777	1	1	-1	5	40778	1	1	-1	34	40779	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40133	-1	-1	-1	-1	-1	-1	5000	40780	1	1	-1	20	40781	1	1	-1	5	40782	1	1	-1	34	40783	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40134	-1	-1	-1	-1	-1	-1	10000	40784	1	1	-1	5000	40785	2	2	-1	8000	40786	2	2	-1	10000	40787	1	1	-1	5000	40788	1	1	-1	10000	40789	1	1	-1	0	40790	1	1	-1	5000	810005	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40135	-1	-1	-1	-1	-1	-1	5000	40791	1	1	-1	20	40792	1	1	-1	5	40793	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40136	-1	-1	-1	-1	-1	-1	5000	40794	1	1	-1	20	40795	1	1	-1	5	40796	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40137	-1	-1	-1	-1	-1	-1	5000	40797	1	1	-1	20	40798	1	1	-1	5	40799	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40138	-1	-1	-1	-1	-1	-1	5000	40800	1	1	-1	20	40801	1	1	-1	5	40802	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40139	-1	-1	-1	-1	-1	-1	5000	40803	1	1	-1	20	40804	1	1	-1	5	40805	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40140	-1	-1	-1	-1	-1	-1	5000	40806	1	1	-1	20	40807	1	1	-1	5	40808	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40141	-1	-1	-1	-1	-1	-1	5000	40809	1	1	-1	20	40810	1	1	-1	5	40811	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40142	-1	-1	-1	-1	-1	-1	5000	40812	1	1	-1	20	40813	1	1	-1	5	40814	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40143	-1	-1	-1	-1	-1	-1	10000	40815	1	1	-1	10000	40816	1	2	-1	10000	40817	1	2	4	10000	40818	1	1	5	2000	30177	1	1	6	3000	30173	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40144	-1	-1	-1	-1	-1	-1	10000	40819	1	1	-1	10000	40820	1	2	-1	10000	40821	1	2	4	10000	40822	1	1	5	3000	30177	1	1	6	4000	30173	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40145	-1	-1	-1	-1	-1	-1	10000	40823	1	1	-1	10000	40824	1	2	-1	10000	40825	1	2	4	10000	40826	1	1	5	4000	30177	1	1	6	5000	30173	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40146	-1	-1	-1	-1	-1	-1	10000	40827	1	1	-1	10000	40828	1	2	-1	10000	40829	1	2	4	10000	40830	2	2	5	2000	30257	1	1	6	3000	30253	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40147	-1	-1	-1	-1	-1	-1	10000	40831	1	1	-1	10000	40832	1	2	-1	10000	40833	1	2	4	10000	40834	2	2	5	3000	30257	1	1	6	4000	30253	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40148	-1	-1	-1	-1	-1	-1	10000	40835	1	1	-1	10000	40836	1	2	-1	10000	40837	1	2	4	10000	40838	2	2	5	4000	30257	1	1	6	5000	30253	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40149	-1	-1	-1	-1	-1	-1	10000	40839	1	1	-1	10000	40840	1	2	-1	10000	40841	1	2	4	10000	40842	2	2	5	2000	30337	1	1	6	2000	30333	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40150	-1	-1	-1	-1	-1	-1	10000	40843	1	1	-1	10000	40844	1	2	-1	10000	40845	1	2	4	10000	40846	2	2	5	3000	30337	1	1	6	3000	30333	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40151	-1	-1	-1	-1	-1	-1	10000	40847	1	1	-1	10000	40848	1	2	-1	10000	40849	1	2	-1	10000	40850	2	2	-1	5000	35013	1	1	-1	5000	40851	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40152	-1	-1	-1	-1	-1	-1	10000	40852	1	1	-1	10000	40853	1	2	-1	10000	40854	1	2	-1	10000	40855	2	2	-1	5000	35013	1	1	-1	5000	40856	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40153	-1	-1	-1	-1	-1	-1	10000	40857	1	1	-1	10000	40858	1	2	-1	10000	40859	1	2	-1	10000	40860	2	2	-1	5000	35093	1	1	-1	5000	40861	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40154	-1	-1	-1	-1	-1	-1	10000	40862	1	1	-1	10000	40863	1	2	-1	10000	40864	1	2	-1	10000	40865	2	2	-1	5000	35093	1	1	-1	5000	40866	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40155	-1	-1	-1	-1	-1	-1	10000	40867	1	1	-1	10000	40868	1	2	-1	10000	40869	1	2	-1	10000	40870	2	2	-1	5000	35133	1	1	-1	5000	40871	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40156	-1	-1	-1	-1	-1	-1	10000	40872	1	1	-1	10000	40873	1	2	-1	10000	40874	1	2	-1	10000	40875	2	2	-1	5000	35133	1	1	-1	5000	40876	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40157	-1	-1	-1	-1	-1	-1	10000	40877	1	1	-1	10000	40878	1	2	-1	10000	40879	1	2	-1	10000	40880	2	2	-1	5000	35173	1	1	-1	5000	40881	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40158	-1	-1	-1	-1	-1	-1	10000	40882	1	1	-1	10000	40883	1	2	-1	10000	40884	1	2	-1	10000	40885	2	2	-1	5000	35173	1	1	-1	5000	40886	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40159	-1	-1	-1	-1	-1	-1	10000	40887	1	1	-1	10000	40888	1	2	-1	10000	40889	1	2	-1	10000	40890	2	2	-1	5000	35213	1	1	-1	5000	40891	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40160	-1	-1	-1	-1	-1	-1	10000	40892	1	1	-1	10000	40893	1	2	-1	10000	40894	1	2	-1	10000	40895	2	2	-1	5000	35213	1	1	-1	5000	40896	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40161	-1	-1	-1	-1	-1	-1	10000	40897	1	1	-1	10000	40898	1	2	-1	10000	40899	1	2	-1	10000	40900	2	2	-1	5000	35253	1	1	-1	5000	40901	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40162	-1	-1	-1	-1	-1	-1	10000	40902	1	1	-1	10000	40903	1	2	-1	10000	40904	1	2	-1	10000	40905	2	2	-1	5000	35253	1	1	-1	5000	40906	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40163	-1	-1	-1	-1	-1	-1	10000	40907	1	1	-1	10000	40908	1	2	-1	10000	40909	1	2	-1	10000	40910	2	2	-1	5000	35293	1	1	-1	5000	40911	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40164	-1	-1	-1	-1	-1	-1	10000	40912	1	1	-1	10000	40913	1	2	-1	10000	40914	1	2	-1	10000	40915	2	2	-1	5000	35293	1	1	-1	5000	40916	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40165	-1	-1	-1	-1	-1	-1	10000	40917	1	1	-1	10000	40918	1	2	-1	10000	40919	1	2	-1	10000	40920	1	2	-1	5000	35333	1	1	-1	5000	40920	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40166	-1	-1	-1	-1	-1	-1	10000	40921	1	1	-1	10000	40922	1	2	-1	10000	40923	1	2	-1	10000	40924	1	2	-1	5000	35333	1	1	-1	5000	40924	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40167	-1	-1	-1	-1	-1	-1	5000	40925	1	1	-1	20	40926	1	1	-1	5	40927	1	1	-1	34	40928	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40168	-1	-1	-1	-1	-1	-1	5000	40929	1	1	-1	20	40930	1	1	-1	5	40931	1	1	-1	34	40932	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40169	-1	-1	-1	-1	-1	-1	5000	40933	1	1	-1	20	40934	1	1	-1	5	40935	1	1	-1	34	40936	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40170	-1	-1	-1	-1	-1	-1	10000	40937	1	1	-1	20	40938	1	1	-1	5	40939	1	1	-1	680	40940	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40171	-1	-1	-1	-1	-1	-1	5000	40942	1	1	-1	20	40943	1	1	-1	5	40944	1	1	-1	34	40945	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40172	-1	-1	-1	-1	-1	-1	5000	40946	1	1	-1	20	40947	1	1	-1	5	40948	1	1	-1	34	40949	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40173	-1	-1	-1	-1	-1	-1	5000	40950	1	1	-1	20	40951	1	1	-1	5	40952	1	1	-1	34	40953	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40174	-1	-1	-1	-1	-1	-1	5000	40954	1	1	-1	20	40955	1	1	-1	5	40956	1	1	-1	34	40957	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40175	-1	-1	-1	-1	-1	-1	5000	40958	1	1	-1	20	40959	1	1	-1	5	40960	1	1	-1	34	40961	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40176	-1	-1	-1	-1	-1	-1	5000	40962	1	1	-1	20	40963	1	1	-1	5	40964	1	1	-1	34	40965	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40177	-1	-1	-1	-1	-1	-1	10000	40966	1	1	-1	20	40967	1	1	-1	5	40968	1	1	-1	680	40969	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40178	-1	-1	-1	-1	-1	-1	5000	40971	1	1	-1	20	40972	1	1	-1	5	40973	1	1	-1	34	40974	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40179	-1	-1	-1	-1	-1	-1	5000	40975	1	1	-1	20	40976	1	1	-1	5	40977	1	1	-1	34	40978	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40180	-1	-1	-1	-1	-1	-1	5000	40979	1	1	-1	20	40980	1	1	-1	5	40981	1	1	-1	34	40982	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40181	-1	-1	-1	-1	-1	-1	5000	40983	1	1	-1	20	40984	1	1	-1	5	40985	1	1	-1	34	40986	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40182	-1	-1	-1	-1	-1	-1	5000	40987	1	1	-1	20	40988	1	1	-1	5	40989	1	1	-1	34	40990	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40183	-1	-1	-1	-1	-1	-1	5000	40991	1	1	-1	20	40992	1	1	-1	5	40993	1	1	-1	34	40994	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40184	-1	-1	-1	-1	-1	-1	10000	40995	1	1	-1	20	40996	1	1	-1	5	40997	1	1	-1	680	40998	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40185	-1	-1	-1	-1	-1	-1	5000	41000	1	1	-1	20	41001	1	1	-1	5	41002	1	1	-1	34	41003	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40186	-1	-1	-1	-1	-1	-1	5000	41004	1	1	-1	20	41005	1	1	-1	5	41006	1	1	-1	34	41007	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40187	-1	-1	-1	-1	-1	-1	5000	41008	1	1	-1	20	41009	1	1	-1	5	41010	1	1	-1	34	41011	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40188	-1	-1	-1	-1	-1	-1	5000	41012	1	1	-1	20	41013	1	1	-1	5	41014	1	1	-1	34	41015	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40189	-1	-1	-1	-1	-1	-1	5000	41016	1	1	-1	20	41017	1	1	-1	5	41018	1	1	-1	34	41019	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40190	-1	-1	-1	-1	-1	-1	5000	41020	1	1	-1	20	41021	1	1	-1	5	41022	1	1	-1	34	41023	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40191	-1	-1	-1	-1	-1	-1	5000	41024	1	1	-1	20	41025	1	1	-1	5	41026	1	1	-1	34	41027	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40192	-1	-1	-1	-1	-1	-1	5000	41028	1	1	-1	20	41029	1	1	-1	5	41030	1	1	-1	34	41031	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40193	-1	-1	-1	-1	-1	-1	10000	41032	1	1	-1	20	41033	1	1	-1	5	41034	1	1	-1	680	41035	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40194	-1	-1	-1	-1	-1	-1	5000	41037	1	1	-1	20	41038	1	1	-1	5	41039	1	1	-1	34	41040	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40195	-1	-1	-1	-1	-1	-1	5000	41041	1	1	-1	20	41042	1	1	-1	5	41043	1	1	-1	34	41044	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40196	-1	-1	-1	-1	-1	-1	5000	41045	1	1	-1	20	41046	1	1	-1	5	41047	1	1	-1	34	41048	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40197	-1	-1	-1	-1	-1	-1	5000	41049	1	1	-1	20	41050	1	1	-1	5	41051	1	1	-1	34	41052	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40198	-1	-1	-1	-1	-1	-1	5000	41053	1	1	-1	20	41054	1	1	-1	5	41055	1	1	-1	34	41056	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40199	-1	-1	-1	-1	-1	-1	10000	41057	1	1	-1	20	41058	1	1	-1	5	41059	1	1	-1	680	41060	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40200	-1	-1	-1	-1	-1	-1	5000	41062	1	1	-1	20	41063	1	1	-1	5	41064	1	1	-1	34	41065	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40201	-1	-1	-1	-1	-1	-1	5000	41066	1	1	-1	20	41067	1	1	-1	5	41068	1	1	-1	34	41069	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40202	-1	-1	-1	-1	-1	-1	5000	41070	1	1	-1	20	41071	1	1	-1	5	41072	1	1	-1	34	41073	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40203	-1	-1	-1	-1	-1	-1	5000	41074	1	1	-1	20	41075	1	1	-1	5	41076	1	1	-1	34	41077	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
